University                                 ,Department      ,Instructor             ,Overall Rating,Number of Ratings,Date      ,Rating ,Overall Quality,               ,Level of Difficulty,                   ,Course       ,Course Name,Is Software Engineering,For Credit?    ,Attendance               ,Textbook used     ,Would take again     ,Grade Received                ,Tags                                                                    ,Comments                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,Others found it useful                                                                                                                                                                                                                                                                                                                                          ,
University of British Columbia             ,Computer Science,Reid Holmes            ,3.6           ,18               ,11/22/2018,AWESOME,5              ,OVERALL QUALITY,1                  ,LEVEL OF DIFFICULTY,CPSC310      ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: Yes,Grade Received: A+            ,HILARIOUS-GROUP PROJECTS-AMAZING LECTURES                               ,"Reid is great. If you have any interest in software his lectures are well-worth attending. The material is super easy - especially coming from previous industry experience. Choose your partner well and the project will be a breeze. The true/false midterm/final is annoying, but studying for it really just involves going over the videos/notes."                                                                                                                                                           ,4 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Reid Holmes            ,3.6           ,18               ,07/04/2018,AWESOME,5              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CS310        ,           ,                       ,For Credit: Yes,Attendance: N/A          ,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,GROUP PROJECTS-PARTICIPATION MATTERS-RESPECTED                          ,Material seemed conceptual at the time but ended up being super useful on my next co-op term. Video lectures have been really nice for review while on co-op too.                                                                                                                                                                                                                                                                                                                                                   ,4 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Reid Holmes            ,3.6           ,18               ,04/28/2018,GOOD   ,4              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CPSC310      ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: Yes,Grade Received: A-            ,LOTS OF HOMEWORK-RESPECTED-HILARIOUS                                    ,"Really funny and knowledgeable guy. Made this course a lot better than what it used to be. You'll learn a lot in this course. His exams are a pain though. 150 T/F Final? No practice questions and no clearly defined learning goals? A recipe to drop the class average artificially. Other than that, great experience. Start the project early."                                                                                                                                                               ,3 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Reid Holmes            ,3.6           ,18               ,03/24/2018,AWESOME,5              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CPSC310      ,           ,                       ,For Credit: Yes,Attendance: N/A          ,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,GROUP PROJECTS                                                          ,"this is one of those courses you just have to take (obv. I guess, since its required), but the material is all straight-up useful job prep and reid does a good job keeping it interesting and grounded in how we can apply the material in the real world. great stuff."                                                                                                                                                                                                                                          ,4 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Reid Holmes            ,3.6           ,18               ,03/22/2018,AWESOME,5              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CPSC310      ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,CARING-PARTICIPATION MATTERS-GROUP PROJECTS                             ,"Reid video taped all his lecture material and put it online this year. This ended up being great for me because I was ab,le to review the weeks content in advance and only go to lectures when I knew I needed more time to work on the tricky material class time was mostly spent on hands-on activities, so those were useful and fun in general."                                                                                                                                                             ,2 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Reid Holmes            ,3.6           ,18               ,06/08/2017,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CS310        ,           ,                       ,For Credit: Yes,Attendance: N/A          ,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,GROUP PROJECTS                                                          ,"Had this class last term. Lecture material was fairly conceptual which made it hard to know what was right, but the project was really concrete and helped me get some of the experience my friends who have done co-op already had. Great class!"                                                                                                                                                                                                                                                                 ,2 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Reid Holmes            ,3.6           ,18               ,04/24/2017,POOR   ,2              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CPSC310      ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: No ,Grade Received: N/A           ,TOUGH GRADER-LOTS OF HOMEWORK                                           ,You get to code a lot and its done in pair. Will you learn a lot? Probably not                                                                                                                                                                                                                                                                                                                                                                                                                                      ,1 person found this useful 5 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Reid Holmes            ,3.6           ,18               ,04/12/2017,AWESOME,5              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CS310        ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,CARING-TOUGH GRADER                                                     ,"Don't understand the complainers. The midterm was tough but straight from the notes. Good project, but i chose my partner well."                                                                                                                                                                                                                                                                                                                                                                                   ,3 people found this useful 1 person did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Reid Holmes            ,3.6           ,18               ,03/30/2017,AWESOME,5              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CPSC310      ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,PARTICIPATION MATTERS-ACCESSIBLE OUTSIDE CLASS-LOTS OF HOMEWORK         ,"Applied prof who gave lots of industrially relevant examples. Midterm was multiple choice and was tough because of the negative marks but were all taken from the provided readings. Lots of energy in class, but if you don't do the in-class activities the lectures can be a bit boring."                                                                                                                                                                                                                       ,5 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Reid Holmes            ,3.6           ,18               ,02/03/2017,GOOD   ,4              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CPSC310      ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: A             ,GIVES GOOD FEEDBACK-TOUGH GRADER-GROUP PROJECTS                         ,"Awesome professor, very industry oriented, unlike many other computer science professors, he really supports industry-like software engineering and teaches what's new in industry. Be prepared for a hard real-world like project, it's tough but I'm pretty sure you're gonna learn and be quite hire-able."                                                                                                                                                                                                     ,4 people found this useful 4 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Reid Holmes            ,3.6           ,18               ,01/12/2017,AWFUL  ,1              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CPSC310      ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: No ,Grade Received: N/A           ,                                                                        ,"Reid pretends that he cares but he doesn't. He tries to take care of all the questions on Piazza, but 70% of his answers are just a copy/paste to the course website and believe me, most of the times answer is not there!! His exams are just designed so they are easy for them to mark, you can not reflect your understanding with his exams at all."                                                                                                                                                         ,9 people found this useful 8 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Reid Holmes            ,3.6           ,18               ,12/27/2016,POOR   ,2              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CPSC310      ,           ,                       ,For Credit: Yes,Attendance: N/A          ,Textbook Used: No ,Would Take Again: No ,Grade Received: N/A           ,LOTS OF HOMEWORK-GROUP PROJECTS-GET READY TO READ                       ,"He's a nice guy but I was not a fan of his exams. I felt that getting negative points for incorrect answers was too harsh. Even though the project was tough, it was a good learning experience as it prepares you for real world jobs. He does not provide too much help for the project and wants students to figure things out on their own."                                                                                                                                                                   ,6 people found this useful 8 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Reid Holmes            ,3.6           ,18               ,12/22/2016,POOR   ,2              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CPSC310      ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: No ,Grade Received: A             ,GROUP PROJECTS-LOTS OF HOMEWORK                                         ,"Lecture are boring and unattractive. Project was tough and long, but worth doing it. Most groups got high marks in the project. Exam questions are from the lecture notes that Reid provided, with penalty if you answered wrong. Course is worth taking."                                                                                                                                                                                                                                                         ,1 person found this useful 7 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Reid Holmes            ,3.6           ,18               ,12/18/2016,GOOD   ,4              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CPSC310      ,           ,                       ,For Credit: Yes,Attendance: N/A          ,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,PARTICIPATION MATTERS-SKIP CLASS? YOU WON'T PASS.-GROUP PROJECTS        ,"Tough realistic project but I learned a lot. Really relied on my partner and I'm glad I chose well. Be ready to put in the time for this project. If you don't want to write any code, this class would be hard. Lectures were long because it was a night class but had lots of hands-on activities."                                                                                                                                                                                                             ,9 people found this useful 1 person did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Reid Holmes            ,3.6           ,18               ,12/16/2016,AWFUL  ,1              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CPSC310      ,           ,                       ,For Credit: Yes,Attendance: N/A          ,Textbook Used: No ,Would Take Again: No ,Grade Received: N/A           ,GROUP PROJECTS-LOTS OF HOMEWORK-TOUGH GRADER                            ,"Avoid this prof if possible. He managed to make from fun and easy-ish subject a torture. Lectures felt like rushed and disorganized. Project took FOREVER. Beware, it was designed for hard work of 2 people, so, if your partner did nothing, you stuck with double amount of work (up to 30 hrs/week). And yeah, be ready for Typescript hell."                                                                                                                                                                  ,5 people found this useful 6 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Reid Holmes            ,3.6           ,18               ,12/11/2016,AVERAGE,3              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CPSC310      ,           ,                       ,For Credit: Yes,Attendance: N/A          ,Textbook Used: No ,Would Take Again: No ,Grade Received: N/A           ,LOTS OF HOMEWORK-GROUP PROJECTS-CARING                                  ,"Reid is super approachable and is very willing to answer your questions. One aspect that I wish that he did was make the project a slower regression rather than literally throwing us in the water. It was a quite a learning experience. As a prof, I enjoyed most of the lectures other than the fact that it was a night class (5-8pm)"                                                                                                                                                                        ,4 people found this useful 1 person did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Gail Murphy            ,4             ,26               ,08/27/2015,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CPSC210      ,           ,                       ,For Credit: Yes,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,Excellent prof! Well-organized course materials and always helpful                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Gail Murphy            ,4             ,26               ,04/17/2015,AWESOME,5              ,OVERALL QUALITY,1                  ,LEVEL OF DIFFICULTY,210          ,           ,                       ,For Credit: Yes,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,CARING-GIVES GOOD FEEDBACK-INSPIRATIONAL                                ,Great prof Always there to help when you need it. Just sent and e-mail and she was always there from me.                                                                                                                                                                                                                                                                                                                                                                                                            ,1 person found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Gail Murphy            ,4             ,26               ,02/18/2015,AWESOME,4.5            ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,210          ,           ,                       ,For Credit: Yes,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,CLEAR GRADING CRITERIA-CARING-SKIP CLASS? YOU WON'T PASS.               ,Great prof. Course gets tough and confusing sometimes but she's always there for you...                                                                                                                                                                                                                                                                                                                                                                                                                             ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Gail Murphy            ,4             ,26               ,01/04/2014,AWESOME,4.5            ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CPSC210      ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,Lecture is slow and boring but prof is clear. Very helpful office hours.                                                                                                                                                                                                                                                                                                                                                                                                                                            ,0 people found this useful 1 person did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Gail Murphy            ,4             ,26               ,12/18/2013,GOOD   ,4              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CPSC210      ,           ,                       ,For Credit: N/A,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: N/A,Grade Received: A-            ,                                                                        ,"Extremely knowledgeable, spends tons of effort helping students learn, effective in teaching the material (she goes really fast - but I think it's because there's a lot of ground to cover!). Really cool personality and is one of the nicest profs! Office hours helped a lot in gaining understanding/help with the course."                                                                                                                                                                                   ,0 people found this useful 1 person did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Gail Murphy            ,4             ,26               ,12/17/2013,GOOD   ,4              ,OVERALL QUALITY,2                  ,LEVEL OF DIFFICULTY,CPSC210      ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,The lectures were clear and she was accessible. There were too many lecture labs for my taste though.                                                                                                                                                                                                                                                                                                                                                                                                               ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Gail Murphy            ,4             ,26               ,12/12/2013,AWESOME,4.5            ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CPSC210      ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,"Dr. Murphy did a fantastic job teaching CPSC 210. It was not an easy course, but she was really good at explaining concepts. Go to her office hours if you're confused about something. She's a total sweetheart and would be more than willing to help you. ABout the class, it's a bit difficult, but doable."                                                                                                                                                                                                   ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Gail Murphy            ,4             ,26               ,12/06/2013,AWESOME,5              ,OVERALL QUALITY,1                  ,LEVEL OF DIFFICULTY,CPSC210      ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,"Best prof ever! She is very patient with her students, she responds very fast to either email or Piazza questions. Also very considerate of her students, one of the nicest profs ever. The tests are reasonable."                                                                                                                                                                                                                                                                                                 ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Gail Murphy            ,4             ,26               ,09/30/2011,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CPSC210      ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,Very clear & helpful in understanding material.                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Gail Murphy            ,4             ,26               ,04/21/2005,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CPSC211      ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: N/A,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,Our class was hillarious and she did quite an effective job of teaching the subject. (running dinosaur anyone?)                                                                                                                                                                                                                                                                                                                                                                                                     ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Gail Murphy            ,4             ,26               ,01/05/2005,POOR   ,1.5            ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CPSC410      ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: N/A,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,"Lectures were of little use both for the project and for future. Forget about asking her questions, she'll say things like ""reinstall"", ""try again"", ""check the web""..."                                                                                                                                                                                                                                                                                                                                     ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Gail Murphy            ,4             ,26               ,02/16/2004,AVERAGE,3              ,OVERALL QUALITY,5                  ,LEVEL OF DIFFICULTY,CS410        ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: N/A,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,"Lost 6% after taking the final, must have been some kind of scaling at the end. Didn't appreciate that."                                                                                                                                                                                                                                                                                                                                                                                                           ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Gail Murphy            ,4             ,26               ,12/18/2003,AVERAGE,3              ,OVERALL QUALITY,5                  ,LEVEL OF DIFFICULTY,CS410        ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: N/A,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,No Comments                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Gail Murphy            ,4             ,26               ,12/16/2003,AWESOME,5              ,OVERALL QUALITY,1                  ,LEVEL OF DIFFICULTY,CPSC410      ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: N/A,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,Awesome teacher. One of the best course I've taken.                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Gail Murphy            ,4             ,26               ,12/16/2003,AWESOME,5              ,OVERALL QUALITY,1                  ,LEVEL OF DIFFICULTY,CS410        ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: N/A,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,whatcha guys talking about? shes cool!                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Gail Murphy            ,4             ,26               ,05/27/2003,AVERAGE,3              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CPSC410      ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: N/A,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,"Boring voice, but she knows her stuff."                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Gail Murphy            ,4             ,26               ,05/27/2003,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CPSC410      ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: N/A,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,No Comments                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Gail Murphy            ,4             ,26               ,04/14/2003,POOR   ,2              ,OVERALL QUALITY,5                  ,LEVEL OF DIFFICULTY,CPSC410      ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: N/A,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,she is okay in class. but took 5% off my course for forgeting to attach 2 pics with the assignment                                                                                                                                                                                                                                                                                                                                                                                                                  ,0 people found this useful 2 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of British Columbia             ,Computer Science,Gail Murphy            ,4             ,26               ,03/01/2003,AVERAGE,3              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CPSC410      ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: N/A,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,Quite arrogant and confrontational. Wouldn't want to meet her in a back alley...                                                                                                                                                                                                                                                                                                                                                                                                                                    ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
